amount,is_high_risk_country,is_new_device,txn_per_minute,time_since_last_txn,amount_zscore,high_amount,velocity_risk,hour,day_of_week,is_fraud
151.85,0,1,4,87.56618721288902,0.27,0,0,8,3,0
272.81,0,0,1,9.1079349865843,1.28,1,1,3,2,0
278.42,0,0,3,3.1414177011216116,1.33,1,1,20,6,0
47.79,0,1,4,0.7890511228724685,-0.6,0,1,21,5,0
365.52,1,0,2,18.797867950691124,2.06,1,0,7,3,0
3.02,0,0,5,155.77978608537182,-0.97,0,0,12,6,0
56.75,0,0,4,152.14875965989677,-0.52,0,0,11,5,0
271.37,0,0,1,40.388126781002676,1.27,1,0,6,2,0
38.53,0,0,1,9.784157578623653,-0.68,0,1,10,1,0
38.27,0,0,3,27.428257473060466,-0.68,0,0,15,1,0
43.25,0,0,9,45.394232874084096,-0.64,0,1,20,2,0
113.71,0,0,3,48.07992483665161,-0.05,0,0,8,4,0
69.22,0,0,3,51.86013622460703,-0.42,0,0,4,6,0
155.68,0,0,3,97.30299903894209,0.3,0,0,17,2,0
270.35,0,1,4,0.2619816835257684,1.26,1,1,9,2,0
134.58,0,0,3,55.930737592318046,0.13,0,0,19,6,0
27.45,0,1,2,85.21694750681446,-0.77,0,0,12,5,0
323.8,0,0,6,81.97753557107984,1.71,1,0,22,0,0
36.86,0,0,6,104.79001781287236,-0.69,0,0,7,3,0
19.49,1,1,8,0.1241975088154695,-0.84,0,1,18,4,0
11.31,0,0,2,20.121300483353394,-0.9,0,0,0,5,0
99.44,0,1,4,8.295128512644489,-0.17,0,1,1,2,0
14.49,0,1,9,36.26821471705567,-0.88,0,1,12,5,1
17.93,0,1,2,29.85041096027112,-0.85,0,0,18,2,0
42.81,0,0,8,11.077136514407492,-0.64,0,1,6,5,0
39.7,0,0,6,50.53847915835727,-0.67,0,0,2,6,0
111.23,0,0,3,26.914518349791738,-0.07,0,0,16,0,0
203.63,0,0,2,114.19121689184276,0.7,0,0,12,3,0
171.93,0,0,7,5.67477473913943,0.44,0,1,4,4,0
36.54,0,0,3,79.95646298748215,-0.69,0,0,14,6,0
33.77,0,0,3,3.4794304784287298,-0.72,0,1,20,2,0
405.03,0,0,6,75.72238872060335,2.39,1,0,3,6,0
0.99,0,0,5,10.956735739812643,-0.99,0,0,11,3,0
254.15,0,1,8,16.47159667097745,1.13,1,1,13,0,0
26.74,0,0,1,9.800543203563311,-0.78,0,1,12,2,0
353.14,0,0,6,23.953845020107025,1.95,1,0,23,0,0
50.28,0,0,8,16.61315138445591,-0.58,0,1,4,2,0
69.65,0,0,7,27.917515119700255,-0.42,0,1,21,2,0
147.36,0,0,9,27.886809558762636,0.23,0,1,13,3,0
106.31,0,0,3,24.00067830518187,-0.11,0,0,4,5,0
45.92,0,0,8,42.49158045622124,-0.62,0,1,9,3,0
96.85,0,0,1,45.77025540819877,-0.19,0,0,10,6,0
157.43,0,0,3,22.513270688524337,0.32,0,0,15,2,0
5.19,0,1,7,44.08091935980692,-0.96,0,1,8,4,0
1.35,0,0,4,59.9494693795154,-0.99,0,0,11,3,0
73.51,0,0,5,2.6376071977030557,-0.38,0,1,2,2,0
16.97,0,0,8,100.53083808395182,-0.86,0,1,22,1,0
131.0,0,0,3,96.97685431201994,0.1,0,0,14,2,0
28.9,1,1,8,6.252474014518175,-0.76,0,1,0,3,0
68.06,0,0,3,92.95657910514544,-0.43,0,0,20,4,0
26.43,0,1,4,4.275174554312906,-0.78,0,1,10,2,0
95.42,0,0,9,1.5626214299523087,-0.2,0,1,21,0,0
14.8,0,0,6,62.42264466357423,-0.88,0,0,22,3,0
2.81,0,0,3,16.339116386189865,-0.98,0,0,20,3,0
6.3,0,0,6,5.363967209634032,-0.95,0,1,22,3,0
370.17,0,0,1,7.851409563576308,2.1,1,1,16,0,0
18.42,0,0,2,44.632855106282,-0.85,0,0,8,5,0
147.92,0,0,6,87.19310257828941,0.24,0,0,8,3,1
8.44,0,0,5,39.558651150881836,-0.93,0,0,5,3,0
13.74,0,0,4,21.40063760224375,-0.88,0,0,11,3,0
85.33,0,0,2,27.92399917393118,-0.29,0,0,10,4,0
75.03,0,0,9,67.66396718143442,-0.37,0,1,17,6,1
363.34,0,1,2,0.4914932326803885,2.04,1,1,22,0,0
347.69,0,0,1,73.83817409917077,1.91,1,0,4,3,0
181.48,0,0,5,13.822744601735064,0.52,0,0,3,2,0
110.59,0,0,1,143.39126511939338,-0.07,0,0,9,6,0
72.83,0,0,5,17.772417695411768,-0.39,0,0,20,0,0
52.84,0,0,3,9.040704212706942,-0.56,0,1,22,1,0
352.69,1,0,2,160.84733666070406,1.95,1,0,8,3,0
110.83,0,0,1,7.449952293828107,-0.07,0,1,9,0,0
103.84,0,0,9,137.37395993031612,-0.13,0,1,17,3,0
31.66,0,1,4,1.2438503736940234,-0.73,0,1,11,6,0
5.74,0,0,3,52.487053950873936,-0.95,0,0,19,4,0
348.46,0,0,7,57.23229869135798,1.91,1,1,19,2,0
45.18,1,0,4,17.65787233402225,-0.62,0,0,0,1,0
70.13,0,0,4,3.498394669770751,-0.41,0,1,15,4,0
14.61,0,0,3,7.227658018434357,-0.88,0,1,1,2,0
217.62,0,0,7,108.97972512873723,0.82,0,1,4,3,0
3.36,0,0,3,2.8390393174544855,-0.97,0,1,9,3,0
215.49,0,0,8,121.98962524048194,0.8,0,1,13,3,0
18.14,0,0,4,34.18396574483046,-0.85,0,0,16,3,0
261.18,0,0,9,117.28763023442987,1.18,1,1,5,5,0
157.02,0,0,1,7.7583281328549685,0.31,0,1,16,5,0
21.59,0,0,1,29.866655606868225,-0.82,0,0,3,1,0
100.11,0,0,7,38.09518616797236,-0.16,0,1,0,3,0
44.99,0,0,1,21.388253055921524,-0.62,0,0,4,2,0
23.56,0,0,2,97.64887498692738,-0.8,0,0,20,0,0
235.23,0,1,8,12.101337152998394,0.97,0,1,15,6,1
62.01,0,1,7,106.63915601441732,-0.48,0,1,19,5,0
61.01,0,0,9,20.82423684816265,-0.49,0,1,14,6,0
22.34,0,0,2,127.23194546661757,-0.81,0,0,17,6,0
57.96,0,0,8,8.311045156234682,-0.51,0,1,20,5,0
246.33,0,0,4,10.314794147715805,1.06,0,0,20,0,0
54.14,0,0,4,16.822126306947542,-0.55,0,0,14,3,0
363.4,1,0,3,79.70826681545525,2.04,1,0,0,0,0
350.94,0,0,1,14.102158561324435,1.93,1,0,19,5,0
18.78,0,0,2,18.47574277974835,-0.84,0,0,9,2,0
23.42,0,0,8,2.2481851870496063,-0.8,0,1,11,5,0
238.25,0,0,2,9.514469792362933,0.99,0,1,5,5,0
59.86,0,0,1,79.4255094788216,-0.5,0,0,2,1,0
0.53,0,1,7,44.26656519222091,-0.99,0,1,23,2,0
38.4,0,0,8,15.95980004451548,-0.68,0,1,1,4,0
109.25,0,0,6,28.882471871766413,-0.09,0,0,0,6,0
192.69,0,0,2,37.90966411000067,0.61,0,0,20,4,0
17.18,0,0,9,6.330379500346893,-0.86,0,1,9,3,0
14.06,0,0,8,11.495252986299379,-0.88,0,1,9,3,0
306.27,0,0,8,38.039199134629506,1.56,1,1,10,5,0
166.91,0,0,1,45.25127992078142,0.4,0,0,9,0,0
106.93,0,0,1,28.689979116858563,-0.11,0,0,23,1,0
175.94,0,0,7,158.21540689684662,0.47,0,1,2,1,0
67.21,0,0,6,26.27747765083934,-0.44,0,0,21,4,0
170.48,0,0,3,80.6411976918006,0.43,0,0,12,6,0
55.79,0,0,8,40.295783867617494,-0.53,0,1,16,2,0
33.58,0,0,3,249.5976387200285,-0.72,0,0,10,3,0
156.68,1,1,9,14.103565549659184,0.31,0,1,14,1,0
65.3,0,0,9,39.94700902336934,-0.45,0,1,4,2,0
478.0,0,0,1,59.15194131724897,3.0,1,0,10,0,0
51.6,0,1,2,42.1997848539401,-0.57,0,0,1,2,0
305.71,0,1,9,2.8544116760479596,1.56,1,1,10,2,0
324.3,0,0,5,100.04510023019866,1.71,1,0,0,2,0
33.23,0,0,9,19.42671200941394,-0.72,0,1,8,3,0
192.07,0,0,4,37.37350444481343,0.61,0,0,11,0,0
68.1,0,0,4,4.430320545633565,-0.43,0,1,15,6,0
299.43,0,0,7,0.8591911596060534,1.5,1,1,23,4,0
71.77,0,1,9,67.6745583402425,-0.4,0,1,21,5,0
163.65,0,0,8,18.099606007282606,0.37,0,1,18,2,0
75.5,0,0,9,17.341270783830595,-0.37,0,1,21,0,0
31.02,0,0,1,13.483017829484437,-0.74,0,0,20,6,0
26.68,0,0,4,33.0227684129222,-0.78,0,0,19,6,0
66.5,0,1,2,23.591594196499162,-0.44,0,0,15,3,0
169.02,1,0,7,15.730123104689602,0.41,0,1,21,5,0
111.49,0,0,3,36.07359578212641,-0.07,0,0,14,4,0
140.01,0,0,9,65.94981583709007,0.17,0,1,17,5,0
39.81,0,0,5,81.66808440928972,-0.67,0,0,19,6,0
78.8,0,1,2,109.28238728136158,-0.34,0,0,4,1,0
5.45,0,0,5,92.91773780517512,-0.95,0,0,15,0,0
204.14,0,0,7,27.818602401404647,0.71,0,1,5,4,1
551.33,0,0,5,38.35901969469034,3.61,1,0,2,0,0
62.68,0,0,4,22.00571975309577,-0.48,0,0,11,2,0
1.32,0,0,7,127.87218325331455,-0.99,0,1,20,0,0
22.33,0,0,6,61.29083076639312,-0.81,0,0,6,3,0
126.85,0,1,4,28.327543172217307,0.06,0,0,7,6,0
113.63,0,0,7,32.64512839408659,-0.05,0,1,15,3,0
186.06,0,0,1,36.80560913484369,0.56,0,0,10,4,0
35.14,0,0,4,26.52907702040539,-0.71,0,0,6,2,0
173.08,0,1,1,54.391333912206676,0.45,0,0,20,3,0
139.76,0,0,8,2.6915724925938598,0.17,0,1,9,3,0
46.78,0,0,4,44.710872714335395,-0.61,0,0,19,4,0
94.62,0,0,1,17.22576815676003,-0.21,0,0,20,2,0
19.12,0,0,8,15.392982585735012,-0.84,0,1,7,5,0
72.3,0,0,6,45.044820665736616,-0.39,0,0,7,2,0
255.63,0,0,2,127.74995095403176,1.14,1,0,5,1,0
65.61,0,0,2,30.147823422202165,-0.45,0,0,7,6,0
219.59,0,0,8,86.9734743359101,0.84,0,1,21,0,0
107.07,0,0,1,172.89279102835422,-0.1,0,0,0,0,0
25.56,0,0,6,26.339127175777126,-0.79,0,0,14,4,0
104.42,0,1,5,18.60201803306113,-0.13,0,0,10,6,0
84.62,0,0,1,117.45315499005764,-0.29,0,0,23,4,0
61.03,0,0,8,76.41117936326378,-0.49,0,1,8,0,0
15.29,0,1,3,18.90516460153382,-0.87,0,0,14,4,0
64.69,0,0,1,70.21489994029488,-0.46,0,0,11,3,1
9.07,0,1,7,0.5591321922273564,-0.92,0,1,5,3,0
12.48,0,0,4,2.592879269608052,-0.9,0,1,10,2,0
64.53,0,0,5,4.3989760442544705,-0.46,0,1,0,1,0
43.73,0,0,4,71.08709026413507,-0.63,0,0,7,6,0
311.71,0,0,2,72.42272765114434,1.61,1,0,1,0,0
56.54,0,0,9,25.71777483540758,-0.53,0,1,21,3,0
170.19,0,0,2,119.86767524617431,0.42,0,0,13,4,0
90.67,0,1,7,15.789122686279455,-0.24,0,1,4,5,0
146.12,0,0,1,11.444901228952718,0.22,0,0,3,0,0
36.15,0,0,9,14.395756873356978,-0.7,0,1,15,4,0
341.48,0,0,7,18.567332716450746,1.86,1,1,21,4,0
90.63,0,0,7,46.136695664701044,-0.24,0,1,2,0,0
213.57,0,1,8,26.261423056980576,0.79,0,1,5,6,0
54.5,0,0,1,31.667469732434256,-0.54,0,0,12,6,0
12.67,0,0,2,10.0657763019863,-0.89,0,0,2,4,0
134.4,0,0,1,166.94502694906188,0.12,0,0,1,0,0
0.93,0,0,3,104.16927560601111,-0.99,0,0,22,1,0
77.39,0,0,6,109.77995171282187,-0.35,0,0,22,3,0
25.7,0,0,8,37.21368467926563,-0.78,0,1,14,6,0
118.46,0,0,9,75.85211841808929,-0.01,0,1,16,6,0
466.01,0,0,8,0.7432572989026135,2.9,1,1,2,4,0
74.92,0,0,3,38.09037629126213,-0.37,0,0,2,3,0
204.12,0,0,1,28.451639946490108,0.71,0,0,21,6,0
85.06,1,0,7,61.401072358407966,-0.29,0,1,7,6,0
82.18,0,1,2,85.37557930322363,-0.31,0,0,13,1,0
319.84,0,0,7,71.26404496662215,1.67,1,1,15,6,0
264.84,0,0,5,4.895054033314399,1.21,1,1,1,3,0
184.9,0,0,2,34.55101002051253,0.55,0,0,8,2,0
42.16,0,0,5,4.886712131332325,-0.65,0,1,9,6,0
94.5,0,0,2,21.411722077796277,-0.21,0,0,6,5,0
30.42,0,0,4,25.04802976759547,-0.75,0,0,12,2,0
70.42,0,0,6,21.086086368560032,-0.41,0,0,20,6,0
79.45,1,0,9,40.94586875511127,-0.34,0,1,11,4,0
213.8,0,0,8,20.237517961816803,0.79,0,1,21,2,0
271.64,0,0,5,1.8233154751305258,1.27,1,1,20,6,0
64.26,1,0,3,114.67968187993064,-0.46,0,0,0,2,0
2.14,0,1,2,59.351612292779876,-0.98,0,0,2,2,0
237.46,0,0,2,16.27888151984561,0.99,0,0,11,5,0
22.98,0,1,8,65.78964620746943,-0.81,0,1,4,1,0
116.71,0,1,8,28.685636385877423,-0.02,0,1,19,4,0
3.03,0,0,1,41.53230997929163,-0.97,0,0,12,1,0
61.2,0,1,2,22.595662750939553,-0.49,0,0,8,4,0
511.9,0,0,4,12.507929864000813,3.28,1,0,17,2,0
12.74,0,1,4,21.63150723260442,-0.89,0,0,18,6,0
66.13,0,0,3,25.786724165052558,-0.45,0,0,15,4,0
44.03,0,0,6,0.9272283049152712,-0.63,0,1,4,0,0
282.58,0,0,2,4.683038175374985,1.36,1,1,11,1,0
244.22,0,0,1,14.485941745646128,1.04,0,0,4,0,0
32.57,0,0,8,18.895112709897745,-0.73,0,1,15,1,0
10.16,0,1,5,3.4734637404316477,-0.91,0,1,15,6,0
118.39,0,0,5,40.91079534891665,-0.01,0,0,7,0,0
49.2,0,0,3,4.029840388654394,-0.59,0,1,21,3,0
133.8,0,0,3,12.198953054899714,0.12,0,0,2,2,0
3.92,0,1,3,24.7970173774547,-0.97,0,0,2,1,0
17.18,0,0,7,109.21403446281724,-0.86,0,1,21,2,0
139.15,0,0,6,8.233094225995428,0.16,0,1,0,5,0
28.65,0,1,1,7.32170114676996,-0.76,0,1,4,6,0
233.88,0,0,8,11.1760236825242,0.96,0,1,9,3,0
7.25,0,1,8,8.28387052628724,-0.94,0,1,16,4,0
29.12,0,1,2,28.849816369482316,-0.76,0,0,16,4,0
785.19,0,0,6,4.242690046776351,5.57,1,1,12,1,0
68.1,0,0,2,39.58478227380618,-0.43,0,0,10,3,0
145.67,0,0,9,65.65270119553976,0.22,0,1,11,2,0
24.2,0,0,3,99.68073287659466,-0.8,0,0,15,4,0
112.95,0,0,4,4.158031973933377,-0.06,0,1,10,5,0
155.4,0,0,6,9.979441785955938,0.3,0,1,22,1,0
45.31,0,0,6,68.8076696804981,-0.62,0,0,17,3,0
211.86,0,0,4,107.4396512477173,0.77,0,0,21,4,1
110.98,0,0,7,17.118200024456392,-0.07,0,1,13,3,0
59.14,0,0,5,41.95837736410326,-0.5,0,0,1,4,0
97.88,0,0,2,52.23358390739584,-0.18,0,0,18,6,0
103.18,0,0,1,33.74598502926602,-0.14,0,0,22,4,0
21.72,0,0,9,31.126527569486363,-0.82,0,1,13,0,0
61.85,0,0,3,25.35306431016531,-0.48,0,0,16,4,0
50.49,1,1,5,2.6408264113203095,-0.58,0,1,11,0,0
61.48,0,0,1,90.17130404176501,-0.49,0,0,2,3,0
171.81,0,0,9,39.822306699668516,0.44,0,1,14,0,0
79.06,0,0,4,8.437238851157934,-0.34,0,1,16,3,0
338.24,0,0,5,66.81314645013,1.83,1,0,6,2,0
41.72,0,0,7,19.361538617069233,-0.65,0,1,16,5,0
64.48,0,0,8,74.49958987281373,-0.46,0,1,16,5,0
185.55,0,0,7,51.495632157337354,0.55,0,1,20,0,0
94.77,0,0,3,14.589393608204944,-0.21,0,0,3,3,0
95.03,0,0,8,38.97525902677655,-0.2,0,1,22,2,0
6.58,0,0,8,52.220292083613145,-0.94,0,1,8,1,0
61.02,0,0,7,26.05653436526601,-0.49,0,1,20,2,1
37.89,0,0,6,11.188913711742957,-0.68,0,0,4,6,0
877.91,0,0,7,19.021713276602842,6.34,1,1,11,6,0
44.24,0,0,4,20.56468908008505,-0.63,0,0,17,6,0
259.01,0,0,7,15.300885548526004,1.17,1,1,0,2,0
135.33,0,0,4,293.89603976067264,0.13,0,0,9,4,0
50.03,0,1,1,10.873336686692722,-0.58,0,0,11,4,0
94.11,1,0,2,59.16969934199837,-0.21,0,0,12,6,0
220.31,0,0,9,75.21015986283017,0.84,0,1,7,5,0
257.85,0,0,3,8.307885822710322,1.16,1,1,15,6,0
20.98,0,0,2,19.09034527999979,-0.82,0,0,4,4,0
49.78,0,0,4,2.004362457639426,-0.58,0,1,2,2,0
49.0,0,0,2,145.6339697226182,-0.59,0,0,4,6,0
5.15,0,1,6,84.81432116408867,-0.96,0,0,23,2,0
109.43,0,0,9,18.386247419080167,-0.08,0,1,19,1,1
231.57,0,0,2,14.272298867586192,0.94,0,0,1,6,0
57.67,0,0,7,43.76666836726488,-0.52,0,1,11,1,0
161.67,0,0,9,52.70388031565335,0.35,0,1,7,6,0
118.57,0,0,7,6.283810177191654,-0.01,0,1,9,5,0
56.53,0,0,9,2.4492541178764564,-0.53,0,1,20,6,1
18.25,0,0,2,12.189401419549425,-0.85,0,0,3,3,0
148.27,0,0,2,5.77318059661082,0.24,0,1,4,0,0
231.36,0,0,2,27.555978408549667,0.93,0,0,5,6,0
138.95,0,0,9,32.880196351934714,0.16,0,1,8,1,0
2.16,0,0,3,42.016344417074514,-0.98,0,0,15,4,0
29.24,0,1,3,111.84161650694026,-0.75,0,0,9,0,0
8.64,0,0,6,17.85156245708084,-0.93,0,0,12,4,1
101.38,0,0,7,18.848747235303218,-0.15,0,1,8,6,0
169.51,0,0,3,2.751374826738706,0.42,0,1,13,5,0
14.06,0,0,9,23.9970522682368,-0.88,0,1,20,5,0
218.67,0,0,3,17.172075280511923,0.83,0,0,23,5,0
97.3,0,0,2,83.21998533098166,-0.19,0,0,3,1,0
140.53,0,1,7,95.79359867929118,0.18,0,1,5,0,0
426.53,0,0,8,61.583445366691514,2.57,1,1,7,4,0
10.49,0,0,7,14.985899902176422,-0.91,0,1,4,6,0
277.79,0,0,5,5.929952145713246,1.32,1,1,13,4,0
16.18,1,0,7,38.78517494437038,-0.86,0,1,19,2,0
59.9,0,0,9,122.4499617957332,-0.5,0,1,4,4,0
228.81,0,0,3,6.984309408310111,0.91,0,1,19,5,0
284.06,0,0,3,98.33903857549683,1.38,1,0,8,6,0
84.72,0,0,5,48.81513909391763,-0.29,0,0,16,1,0
108.2,0,0,9,20.026684318765405,-0.09,0,1,13,2,0
147.78,0,0,2,138.69722255312146,0.24,0,0,13,6,0
214.6,0,0,9,4.86734592091577,0.79,0,1,8,0,0
15.55,0,1,7,10.628216909468444,-0.87,0,1,12,4,0
199.33,0,0,1,31.6995772446385,0.67,0,0,3,0,0
78.77,0,0,4,58.0245664271249,-0.34,0,0,1,3,0
71.88,0,0,1,61.418968208880074,-0.4,0,0,16,6,0
66.18,0,1,1,11.728775072658488,-0.45,0,0,7,5,0
85.41,0,0,1,41.317816037090466,-0.29,0,0,13,3,0
348.16,0,0,9,52.404105677313716,1.91,1,1,16,5,0
95.34,0,0,6,10.01813759697289,-0.2,0,0,6,2,0
367.37,0,0,1,34.59570727171031,2.07,1,0,8,5,0
23.86,0,0,7,13.477837860038493,-0.8,0,1,17,6,0
154.54,0,0,6,43.87882651694844,0.29,0,0,4,6,0
200.71,1,0,5,14.995015295619794,0.68,0,0,22,3,0
136.41,0,0,3,51.15033071624782,0.14,0,0,0,3,0
112.05,0,0,9,106.0056582211496,-0.06,0,1,20,5,0
99.84,0,0,7,35.575990326552756,-0.16,0,1,9,4,0
236.73,0,0,4,14.62078607123063,0.98,0,0,4,3,0
206.88,0,1,9,28.300851341896948,0.73,0,1,21,3,0
15.65,1,0,1,44.86700199916009,-0.87,0,0,5,4,0
226.53,0,0,8,20.913486699933728,0.89,0,1,16,3,0
64.15,0,0,2,22.80235387669103,-0.46,0,0,22,6,0
35.11,0,0,3,81.41825757001212,-0.71,0,0,11,1,0
244.61,0,0,1,58.98247010063516,1.05,0,0,10,6,0
67.88,0,0,8,110.12914839485867,-0.43,0,1,14,1,0
198.26,0,0,3,1.1809794907479216,0.66,0,1,23,6,0
36.69,0,1,5,27.210240362773945,-0.69,0,0,5,5,0
0.47,0,0,9,62.5148384671362,-1.0,0,1,21,1,0
82.09,0,0,5,8.924049289602214,-0.31,0,1,6,5,0
12.67,0,0,7,8.081799119840545,-0.89,0,1,15,3,0
168.47,0,0,5,56.12197939601174,0.41,0,0,14,1,0
38.77,0,1,7,47.096346295714866,-0.68,0,1,1,2,0
70.36,0,0,9,38.660957253419596,-0.41,0,1,0,2,0
10.93,0,0,1,170.04803611916958,-0.91,0,0,16,2,0
40.54,0,0,8,30.559730750865377,-0.66,0,1,11,0,0
182.51,0,0,7,0.7517145851427225,0.53,0,1,22,1,0
19.73,0,1,4,93.03497319307554,-0.83,0,0,10,2,0
125.01,0,0,5,33.63406654630749,0.05,0,0,12,4,0
299.29,1,0,4,24.726130090324286,1.5,1,0,6,3,0
136.67,0,0,8,62.922015682287885,0.14,0,1,14,4,0
199.93,0,0,3,73.64067977327535,0.67,0,0,16,0,0
13.85,0,0,2,30.643638434182108,-0.88,0,0,22,6,0
34.64,0,1,5,83.59883836607557,-0.71,0,0,8,2,0
269.93,0,0,6,165.0906993759754,1.26,1,0,23,3,0
150.68,0,0,6,39.92118393836276,0.26,0,0,7,3,1
122.45,0,0,6,7.88022187493263,0.02,0,1,22,5,0
130.79,0,0,6,43.04494589550259,0.09,0,0,11,1,0
64.17,0,0,4,1.1616144257612167,-0.46,0,1,4,1,0
5.47,0,1,5,21.417603802925502,-0.95,0,0,4,1,0
184.14,0,0,2,7.030939114116035,0.54,0,1,19,6,0
136.25,0,1,4,40.75310260901039,0.14,0,0,14,6,0
76.82,0,0,5,5.091476023730527,-0.36,0,1,6,5,0
276.02,0,0,5,9.343088207903435,1.31,1,1,4,3,0
49.17,0,0,2,36.899403649603656,-0.59,0,0,15,5,0
41.83,0,1,8,18.511088945408428,-0.65,0,1,17,3,0
247.44,0,0,7,1.2802185455712256,1.07,0,1,10,3,0
191.34,0,0,2,48.71028628044175,0.6,0,0,2,6,0
86.83,0,0,4,96.05037076701603,-0.27,0,0,20,6,0
16.81,0,0,8,14.226347260120809,-0.86,0,1,7,0,0
29.06,0,1,9,5.3960883261194805,-0.76,0,1,18,0,0
128.13,0,0,4,20.25566946929546,0.07,0,0,3,2,0
58.34,0,1,4,94.24682139346332,-0.51,0,0,5,6,0
217.29,0,0,3,64.10413473362566,0.82,0,0,21,1,0
359.38,0,1,8,49.201649611746646,2.01,1,1,16,1,0
196.56,1,0,5,15.692324442666276,0.64,0,0,21,5,0
56.89,0,0,1,49.47584448747509,-0.52,0,0,1,4,0
186.53,0,0,3,0.40841485845249986,0.56,0,1,14,2,0
51.96,0,0,7,15.674692109575837,-0.56,0,1,7,4,0
21.94,0,0,1,66.40730905317211,-0.82,0,0,18,2,0
4.08,0,0,6,19.490829617442778,-0.97,0,0,18,5,0
58.48,0,0,4,2.5486578072253714,-0.51,0,1,2,6,0
280.66,0,1,2,22.2883043589664,1.35,1,0,9,5,0
32.77,0,1,9,0.9598964623422764,-0.73,0,1,2,5,0
27.76,0,0,4,14.115457656813698,-0.77,0,0,15,1,0
420.07,0,0,5,92.43175954388667,2.51,1,0,18,1,0
3.04,0,1,4,246.543510734707,-0.97,0,0,19,5,0
184.89,0,0,4,89.70677010892646,0.55,0,0,18,5,0
46.52,0,0,1,85.41589254542586,-0.61,0,0,4,4,0
4.59,0,0,3,76.44774685103914,-0.96,0,0,7,1,0
299.84,0,0,2,22.11053020953793,1.51,1,0,14,0,0
18.05,0,0,1,31.909462875891947,-0.85,0,0,10,6,0
96.3,0,0,7,220.95040044069864,-0.19,0,1,19,3,0
38.43,0,1,5,48.29662683698541,-0.68,0,0,20,3,0
8.09,1,1,4,12.204252412262429,-0.93,0,0,16,4,0
6.15,0,0,7,91.9028984324605,-0.95,0,1,17,4,0
14.74,0,0,8,22.060295489256216,-0.88,0,1,14,5,0
8.89,0,0,5,24.71254135416901,-0.93,0,0,11,1,0
171.53,0,0,9,139.5270078536954,0.43,0,1,7,5,0
79.76,0,0,5,29.084764487154768,-0.33,0,0,4,6,0
50.39,0,0,4,90.9732213491538,-0.58,0,0,3,5,0
65.03,0,0,5,92.29231940231321,-0.46,0,0,9,4,0
317.32,0,0,5,11.37500296814488,1.65,1,0,7,1,0
289.96,0,0,5,103.32128085999958,1.42,1,0,15,6,0
150.92,0,0,3,81.419599913642,0.26,0,0,12,6,0
259.21,0,0,6,37.70260060923147,1.17,1,0,16,2,0
46.22,0,0,4,41.09856677416925,-0.61,0,0,0,3,0
57.58,0,0,4,55.472742790102,-0.52,0,0,15,0,0
114.14,0,0,5,82.88887221075375,-0.05,0,0,15,5,0
117.26,0,0,1,25.85992302828312,-0.02,0,0,10,4,0
78.86,0,0,8,0.9019896576599095,-0.34,0,1,19,2,0
61.43,0,0,2,52.444981744246334,-0.49,0,0,8,2,0
513.8,0,0,8,18.031660033040097,3.3,1,1,1,1,0
206.53,0,0,6,21.16533502764711,0.73,0,0,16,4,0
68.51,0,0,1,1.747939063317155,-0.43,0,1,1,0,0
155.92,0,1,6,131.55869627189807,0.3,0,0,12,0,0
37.69,1,0,2,61.114364655590315,-0.68,0,0,8,3,0
12.67,0,0,1,0.8748611375303743,-0.89,0,1,17,2,0
52.14,0,0,9,93.61522652338714,-0.56,0,1,2,4,0
61.9,0,0,8,3.131787686195897,-0.48,0,1,14,1,0
2.0,0,0,1,35.57579711576361,-0.98,0,0,16,4,0
202.35,1,0,7,3.238008320043384,0.69,0,1,13,2,0
53.4,0,0,9,73.32479750475896,-0.55,0,1,8,0,0
104.22,0,0,7,34.30913475545904,-0.13,0,1,5,2,0
9.22,0,0,8,179.7952610687361,-0.92,0,1,6,1,0
23.08,0,0,9,4.4265689619166295,-0.81,0,1,2,5,0
264.54,1,0,4,14.934289072660293,1.21,1,0,2,3,0
112.59,0,0,9,83.28172374648099,-0.06,0,1,12,1,0
360.17,0,0,5,37.14517564899961,2.01,1,0,2,6,0
802.16,0,0,8,27.78699454597371,5.71,1,1,6,6,0
55.8,0,0,9,40.9817610556329,-0.53,0,1,12,0,0
42.6,0,1,9,14.474063456881115,-0.64,0,1,20,0,0
234.53,0,0,9,22.844653419127155,0.96,0,1,0,6,0
789.54,1,1,8,16.645180875281685,5.6,1,1,2,3,1
119.19,0,0,9,77.74772148911218,-0.0,0,1,9,2,0
190.25,0,0,1,42.67650720895775,0.59,0,0,21,1,1
182.65,0,0,2,75.00063045358542,0.53,0,0,2,6,0
52.68,0,1,4,30.763309257222065,-0.56,0,0,3,2,0
102.47,0,0,1,13.78401375431161,-0.14,0,0,6,2,0
214.81,0,0,6,74.6328783957771,0.8,0,0,11,5,0
139.81,1,0,1,17.498520005082927,0.17,0,0,1,4,0
2.57,0,1,3,28.678376839913856,-0.98,0,0,4,1,0
49.26,0,0,6,26.55058554677223,-0.59,0,0,1,2,0
18.72,0,0,5,6.633154200423771,-0.84,0,1,3,4,0
31.83,1,0,1,61.969218141839,-0.73,0,0,14,2,0
283.09,0,0,7,16.873387106913402,1.37,1,1,21,5,0
4.51,0,1,9,19.19836318387339,-0.96,0,1,18,5,0
29.78,0,0,8,0.7154013816535063,-0.75,0,1,6,0,0
